Minimum number of cases,Degrees,Weighted Betweenness,Clustering,Weighted Strength,Weighted Closeness ,Weighted Eigenvector ,Mean cases
1,143.49972135277503,158.05479568166305,121.6741639111811,143.64939616128916,126.80584548165416,144.0358743429897,"[9.21429165e-04 1.87159254e-03 3.74995198e-03 5.62291311e-03
 7.56889994e-03 8.54089196e-03 9.50464874e-03 1.97932222e-02
 2.25341838e-02 2.73079731e-02 2.81802362e-02 3.63821160e-02
 4.67802083e-02 6.56303413e-02 8.06692590e-02 1.02894767e-01
 1.24235678e-01 1.32705535e-01 1.57136263e-01 1.72795374e-01
 1.97986013e-01 2.18424637e-01 2.43289022e-01 2.69686599e-01
 2.93005786e-01 3.20600355e-01 3.63163163e-01 3.97293829e-01
 4.40422006e-01 4.83997543e-01 5.20032009e-01 5.57705953e-01
 6.12008805e-01 6.64664412e-01 7.21176254e-01 7.65843131e-01
 8.08685000e-01 8.49442544e-01 8.84793753e-01 9.19562929e-01
 9.72974101e-01 1.03893990e+00 1.09067581e+00 1.14594283e+00
 1.20559980e+00 1.26444547e+00 1.30791083e+00 1.34791404e+00
 1.39705863e+00 1.45966037e+00 1.54057414e+00 1.59966284e+00
 1.66822118e+00 1.71777643e+00 1.78825743e+00 1.86031634e+00
 1.93133586e+00 1.98800189e+00 2.05724175e+00 2.10126985e+00
 2.15258497e+00 2.23306619e+00 2.29633463e+00 2.37660127e+00
 2.47832389e+00 2.53945739e+00 2.59312380e+00 2.64898600e+00
 2.70783399e+00 2.77302750e+00 2.84258824e+00 2.93843230e+00
 2.99581330e+00 3.01943835e+00 3.07607588e+00 3.14077257e+00
 3.22255480e+00 3.28067483e+00 3.35673452e+00 3.42682391e+00
 3.45588044e+00 3.48496613e+00 3.53845933e+00 3.58183305e+00
 3.63819158e+00 3.69716679e+00 3.75297882e+00 3.78891228e+00
 3.80763454e+00 3.85079268e+00 3.89017198e+00 3.93285135e+00
 3.98766587e+00 4.02711510e+00 4.05556487e+00 4.07570718e+00
 4.10457246e+00 4.14729305e+00 4.18632191e+00 4.19998452e+00
 4.21761958e+00 4.23057222e+00 4.25058377e+00 4.28760533e+00
 4.32045518e+00 4.35063573e+00 4.38492624e+00 4.42340647e+00
 4.43513337e+00 4.45074363e+00 4.47861381e+00 4.49554297e+00
 4.51017725e+00 4.54790089e+00 4.58799985e+00 4.60164081e+00
 4.61352912e+00 4.64534135e+00 4.66094401e+00 4.67558286e+00
 4.69034760e+00 4.71085588e+00 4.71749041e+00 4.73228176e+00
 4.74763743e+00 4.76453786e+00 4.77254514e+00 4.78441564e+00
 4.79115300e+00 4.79866885e+00 4.80148318e+00 4.81200871e+00
 4.82333902e+00 4.83432094e+00 4.83820127e+00 4.84009531e+00
 4.84538196e+00 4.85103752e+00 4.86063924e+00 4.86693834e+00
 4.87143905e+00 4.87979728e+00 4.88902981e+00 4.89189578e+00
 4.89548050e+00 4.90228017e+00 4.90584194e+00 4.90856778e+00
 4.91319484e+00 4.91803032e+00 4.91995857e+00 4.92893438e+00
 4.92986346e+00 4.93163004e+00 4.93718255e+00 4.94010461e+00
 4.94100016e+00 4.94408773e+00 4.94603631e+00 4.94797216e+00
 4.95374426e+00 4.95464070e+00 4.95556330e+00 4.95917277e+00
 4.96000620e+00 4.96194205e+00 4.96278901e+00 4.96375136e+00
 4.96461507e+00 4.96561296e+00 4.96646695e+00 4.97029441e+00
 4.97224982e+00 4.97511696e+00 4.97696435e+00 4.97795623e+00
 4.97885065e+00 4.97980881e+00 4.98065164e+00 4.98161301e+00
 4.98342675e+00 4.98529495e+00 4.98714855e+00 4.98881234e+00
 4.98980158e+00 4.99251496e+00 4.99339449e+00 4.99438469e+00
 4.99523742e+00 4.99617820e+00 4.99714934e+00 4.99809897e+00
 4.99901101e+00 5.00000000e+00]"
2,159.95866478357127,177.29674674803314,135.7977150640544,160.21267699569242,141.44405022866877,160.54942257320494,"[9.66903137e-04 2.00381271e-03 3.02973258e-03 3.96819133e-03
 8.81631675e-03 1.06098706e-02 1.25414863e-02 1.72275758e-02
 2.17386623e-02 2.87513567e-02 3.78384131e-02 4.91915960e-02
 6.62002951e-02 6.90291270e-02 8.02591634e-02 8.84812615e-02
 1.05297867e-01 1.19178807e-01 1.28289332e-01 1.39655802e-01
 1.47650369e-01 1.60911541e-01 1.75665400e-01 1.91979027e-01
 2.18747414e-01 2.42738566e-01 2.78863183e-01 2.99890187e-01
 3.24501500e-01 3.65876367e-01 4.01424408e-01 4.27586123e-01
 4.59884026e-01 4.80810385e-01 5.08801820e-01 5.33866870e-01
 5.63265765e-01 6.07290637e-01 6.48754251e-01 6.89209914e-01
 7.17127394e-01 7.46908624e-01 7.80582089e-01 8.19619966e-01
 8.62931332e-01 9.15439637e-01 9.80333141e-01 1.03051454e+00
 1.08370084e+00 1.12310925e+00 1.19281742e+00 1.25541858e+00
 1.34036327e+00 1.38083677e+00 1.43485445e+00 1.47328672e+00
 1.53274685e+00 1.59659331e+00 1.67175250e+00 1.75772350e+00
 1.84212714e+00 1.90687832e+00 1.95385744e+00 2.00118442e+00
 2.06849406e+00 2.12975269e+00 2.20557448e+00 2.29758149e+00
 2.36180583e+00 2.40120192e+00 2.46483276e+00 2.51814670e+00
 2.61176574e+00 2.67410645e+00 2.76605565e+00 2.81526205e+00
 2.86304260e+00 2.90858521e+00 2.95925388e+00 3.00838572e+00
 3.07598415e+00 3.14827564e+00 3.20384659e+00 3.24247423e+00
 3.27370763e+00 3.32974384e+00 3.38086463e+00 3.43897768e+00
 3.49972083e+00 3.53750589e+00 3.56407008e+00 3.58943449e+00
 3.63306390e+00 3.68596700e+00 3.73413425e+00 3.75644628e+00
 3.78281856e+00 3.80627809e+00 3.82415559e+00 3.86945776e+00
 3.91025629e+00 3.94776811e+00 3.99797276e+00 4.04089038e+00
 4.05661063e+00 4.08542970e+00 4.12467265e+00 4.15609464e+00
 4.19692132e+00 4.25874694e+00 4.30194700e+00 4.33648446e+00
 4.35312701e+00 4.37972155e+00 4.41193222e+00 4.44296670e+00
 4.46543222e+00 4.50167218e+00 4.51553942e+00 4.52849328e+00
 4.55162775e+00 4.56946071e+00 4.58577459e+00 4.61081040e+00
 4.62173954e+00 4.62908054e+00 4.64107391e+00 4.65667936e+00
 4.67677795e+00 4.68592280e+00 4.70006569e+00 4.70866465e+00
 4.71218394e+00 4.71953829e+00 4.74069629e+00 4.75654608e+00
 4.76768273e+00 4.77395737e+00 4.78611347e+00 4.79262346e+00
 4.79798471e+00 4.81024327e+00 4.82115749e+00 4.83020227e+00
 4.83651465e+00 4.84211669e+00 4.84389424e+00 4.85305514e+00
 4.85770485e+00 4.86330348e+00 4.87150342e+00 4.87340313e+00
 4.87609511e+00 4.87700322e+00 4.88049683e+00 4.88686498e+00
 4.89153299e+00 4.89776962e+00 4.90155375e+00 4.90340330e+00
 4.90716494e+00 4.91190182e+00 4.91473959e+00 4.91676314e+00
 4.92050084e+00 4.92145953e+00 4.92231257e+00 4.92622917e+00
 4.93074844e+00 4.93352327e+00 4.93429845e+00 4.93516295e+00
 4.93906853e+00 4.94094593e+00 4.94191289e+00 4.94368465e+00
 4.95015918e+00 4.95100970e+00 4.95451662e+00 4.95718576e+00
 4.96059170e+00 4.96167207e+00 4.96258759e+00 4.96438754e+00
 4.96622383e+00 4.96707945e+00 4.96794006e+00 4.96897623e+00
 4.97182096e+00 4.97367318e+00 4.97463308e+00 4.97555422e+00
 4.97641344e+00 4.97820626e+00 4.97915859e+00 4.98006059e+00
 4.98107706e+00 4.98196357e+00 4.98282927e+00 4.98460116e+00
 4.98552768e+00 4.98636101e+00 4.98821552e+00 4.98920367e+00
 4.99009546e+00 4.99099163e+00 4.99185952e+00 4.99288643e+00
 4.99373056e+00 4.99469384e+00 4.99554447e+00 4.99640967e+00
 4.99737762e+00 4.99915545e+00 5.00000000e+00]"
3,168.75402720943018,187.39908954627822,143.07378770254087,168.95296209682834,149.14973410618518,169.28812089693957,"[9.44893450e-04 1.87566238e-03 3.70896771e-03 4.70905757e-03
 7.59988813e-03 1.23112161e-02 1.61302597e-02 1.98782637e-02
 2.62526152e-02 3.37534984e-02 4.03424881e-02 4.77756162e-02
 5.39921279e-02 6.18163946e-02 7.17180880e-02 7.81863836e-02
 8.81392628e-02 9.19332723e-02 9.36926106e-02 1.05788188e-01
 1.23651964e-01 1.34685681e-01 1.57683756e-01 1.76668431e-01
 1.95058860e-01 2.17190813e-01 2.32220956e-01 2.58923008e-01
 2.77791356e-01 3.11637329e-01 3.31956068e-01 3.47932220e-01
 3.68335319e-01 3.83139662e-01 4.07110442e-01 4.49951325e-01
 4.81727488e-01 5.06275009e-01 5.40760772e-01 5.66787827e-01
 5.94579334e-01 6.20827382e-01 6.56006642e-01 6.88853483e-01
 7.47687145e-01 7.85874411e-01 8.26296918e-01 8.74640081e-01
 9.47492823e-01 9.94374285e-01 1.04814040e+00 1.09975099e+00
 1.14675687e+00 1.17358591e+00 1.21497892e+00 1.27684525e+00
 1.34168159e+00 1.43874878e+00 1.52235630e+00 1.58584948e+00
 1.62126752e+00 1.66362110e+00 1.72129437e+00 1.78323894e+00
 1.85935423e+00 1.96315065e+00 2.01781279e+00 2.05036632e+00
 2.10760015e+00 2.17763163e+00 2.25419011e+00 2.32481208e+00
 2.40390587e+00 2.46694338e+00 2.50965125e+00 2.54574859e+00
 2.60427660e+00 2.64723009e+00 2.70979788e+00 2.77378870e+00
 2.83162891e+00 2.87679985e+00 2.91265359e+00 2.98319400e+00
 3.03961992e+00 3.10270222e+00 3.17185417e+00 3.21592628e+00
 3.25472424e+00 3.28026581e+00 3.31893183e+00 3.37172306e+00
 3.41239533e+00 3.44218418e+00 3.46934353e+00 3.49243313e+00
 3.51096706e+00 3.57197033e+00 3.61741636e+00 3.66192829e+00
 3.71845856e+00 3.77077579e+00 3.79329629e+00 3.81220255e+00
 3.85369525e+00 3.88623526e+00 3.92957323e+00 4.00066650e+00
 4.06887212e+00 4.09295623e+00 4.11397504e+00 4.14595897e+00
 4.18236494e+00 4.20929142e+00 4.26061805e+00 4.29220846e+00
 4.30702894e+00 4.32392482e+00 4.35862756e+00 4.38820930e+00
 4.41791610e+00 4.44423475e+00 4.45631927e+00 4.47666591e+00
 4.49447468e+00 4.51424309e+00 4.54150282e+00 4.56613778e+00
 4.57897804e+00 4.59107665e+00 4.60044274e+00 4.60967115e+00
 4.63207540e+00 4.65130574e+00 4.67055080e+00 4.68277613e+00
 4.69734326e+00 4.70187694e+00 4.71104878e+00 4.72043370e+00
 4.73781448e+00 4.74680618e+00 4.75608297e+00 4.76362602e+00
 4.76455364e+00 4.77425878e+00 4.77789217e+00 4.78704014e+00
 4.80203382e+00 4.80666931e+00 4.81111905e+00 4.81210058e+00
 4.81577430e+00 4.82421109e+00 4.83343036e+00 4.84178479e+00
 4.84852188e+00 4.85166230e+00 4.85607368e+00 4.85891048e+00
 4.86256657e+00 4.86450892e+00 4.86934527e+00 4.87388761e+00
 4.87475480e+00 4.87831876e+00 4.88380139e+00 4.89142901e+00
 4.89238890e+00 4.89600053e+00 4.90057602e+00 4.90316143e+00
 4.90786245e+00 4.90973521e+00 4.91163657e+00 4.91263066e+00
 4.91551059e+00 4.91916706e+00 4.92100038e+00 4.92365399e+00
 4.92937027e+00 4.93133218e+00 4.93325116e+00 4.93888531e+00
 4.94253524e+00 4.94350235e+00 4.94441478e+00 4.94627828e+00
 4.94915185e+00 4.95005711e+00 4.95113487e+00 4.95202595e+00
 4.95301291e+00 4.95656484e+00 4.95857217e+00 4.95944752e+00
 4.96038538e+00 4.96128535e+00 4.96218085e+00 4.96311613e+00
 4.96496157e+00 4.96591419e+00 4.96684671e+00 4.96876180e+00
 4.96989663e+00 4.97074572e+00 4.97187697e+00 4.97284951e+00
 4.97376207e+00 4.97462840e+00 4.97750913e+00 4.97845838e+00
 4.97943029e+00 4.98034697e+00 4.98122029e+00 4.98219234e+00
 4.98397440e+00 4.98477225e+00 4.98773434e+00 4.98874274e+00
 4.99073313e+00 4.99165096e+00 4.99338805e+00 4.99437613e+00
 4.99619023e+00 4.99893899e+00 5.00000000e+00]"
4,177.3082027044568,196.53796149659604,150.43275122406186,177.40678324535892,156.65266633882968,177.95241831572218,"[9.17911653e-04 2.71075871e-03 3.63759277e-03 5.49938143e-03
 6.40339946e-03 1.08139672e-02 1.16759990e-02 1.64283231e-02
 2.23123712e-02 2.89518276e-02 3.28833867e-02 3.82330623e-02
 4.38631596e-02 5.15558001e-02 5.82490163e-02 6.21589197e-02
 7.25030590e-02 7.72010709e-02 7.90900776e-02 8.24476463e-02
 9.74431610e-02 1.11583349e-01 1.24282986e-01 1.38366071e-01
 1.52366346e-01 1.69243941e-01 1.86205272e-01 1.99799385e-01
 2.14835677e-01 2.39206364e-01 2.61618601e-01 2.81033061e-01
 2.98294757e-01 3.15006760e-01 3.31353809e-01 3.67690872e-01
 3.91881116e-01 4.23307089e-01 4.46392824e-01 4.65794142e-01
 4.87778544e-01 5.12196306e-01 5.42606988e-01 5.77872944e-01
 6.27590411e-01 6.62994764e-01 6.93918451e-01 7.38682097e-01
 7.96996528e-01 8.51662522e-01 8.98603140e-01 9.42946850e-01
 9.80808874e-01 1.01488285e+00 1.06188138e+00 1.10898596e+00
 1.16638199e+00 1.25428519e+00 1.32031673e+00 1.37230113e+00
 1.41196793e+00 1.45825712e+00 1.51828029e+00 1.57305105e+00
 1.65263035e+00 1.75156437e+00 1.81253295e+00 1.83984154e+00
 1.89413303e+00 1.95607133e+00 2.02643101e+00 2.09511046e+00
 2.16767275e+00 2.23066905e+00 2.26633031e+00 2.30021466e+00
 2.35266247e+00 2.40388596e+00 2.46861459e+00 2.53963264e+00
 2.60234547e+00 2.65474058e+00 2.68983622e+00 2.75484401e+00
 2.81845402e+00 2.86824544e+00 2.94003107e+00 2.98694640e+00
 3.03367356e+00 3.05959081e+00 3.09593808e+00 3.15171274e+00
 3.20078675e+00 3.23099285e+00 3.25392763e+00 3.28353955e+00
 3.30847678e+00 3.35265593e+00 3.39953576e+00 3.43571884e+00
 3.49741758e+00 3.55253637e+00 3.57734639e+00 3.60816904e+00
 3.65107611e+00 3.68950619e+00 3.74210205e+00 3.81571426e+00
 3.87155046e+00 3.90316216e+00 3.92234767e+00 3.97340873e+00
 4.01560588e+00 4.04198139e+00 4.08276674e+00 4.11840407e+00
 4.13687547e+00 4.15840400e+00 4.19878396e+00 4.23452937e+00
 4.26238407e+00 4.29500872e+00 4.31750539e+00 4.33741280e+00
 4.35443164e+00 4.38537295e+00 4.41781473e+00 4.43975540e+00
 4.46726175e+00 4.48873321e+00 4.49702590e+00 4.51042458e+00
 4.53849326e+00 4.55713575e+00 4.57918376e+00 4.59130217e+00
 4.60785887e+00 4.61603374e+00 4.62646128e+00 4.63940402e+00
 4.65770212e+00 4.66787614e+00 4.67722505e+00 4.69007522e+00
 4.69371857e+00 4.70963524e+00 4.71526917e+00 4.72438770e+00
 4.74020631e+00 4.74779818e+00 4.75339750e+00 4.75704428e+00
 4.76557043e+00 4.77407219e+00 4.78223501e+00 4.79147954e+00
 4.79803394e+00 4.79994589e+00 4.80262698e+00 4.81476107e+00
 4.82025896e+00 4.82201525e+00 4.82655087e+00 4.83299710e+00
 4.83399521e+00 4.84133089e+00 4.85248962e+00 4.85431267e+00
 4.86015844e+00 4.86489151e+00 4.86570206e+00 4.87280053e+00
 4.87713762e+00 4.88174307e+00 4.88351199e+00 4.88525497e+00
 4.88704328e+00 4.88895064e+00 4.89082640e+00 4.89258968e+00
 4.89716366e+00 4.90002881e+00 4.90284500e+00 4.90560033e+00
 4.90935839e+00 4.91222332e+00 4.91423285e+00 4.91801067e+00
 4.91994987e+00 4.92085996e+00 4.92268578e+00 4.92466124e+00
 4.92573557e+00 4.92776472e+00 4.93064158e+00 4.93264058e+00
 4.93348176e+00 4.93442112e+00 4.93634301e+00 4.93730248e+00
 4.93819249e+00 4.94104194e+00 4.94202620e+00 4.94464647e+00
 4.94554657e+00 4.94753445e+00 4.94854223e+00 4.95038576e+00
 4.95128341e+00 4.95581360e+00 4.95670192e+00 4.95763599e+00
 4.95856722e+00 4.96038962e+00 4.96237907e+00 4.96419098e+00
 4.96503310e+00 4.96784572e+00 4.96878996e+00 4.97247192e+00
 4.97332714e+00 4.97426891e+00 4.97513414e+00 4.97694069e+00
 4.97786828e+00 4.97875403e+00 4.98068913e+00 4.98251701e+00
 4.98641720e+00 4.98733809e+00 4.98820898e+00 4.98995371e+00
 4.99163852e+00 4.99363468e+00 4.99457101e+00 4.99628516e+00
 4.99721468e+00 4.99901996e+00 5.00000000e+00]"
5,188.30323381185096,208.37187779840806,160.48724438488136,188.4448092576724,166.90701052944524,189.13110534482738,"[9.31643320e-04 2.81551702e-03 4.86122513e-03 5.90016034e-03
 9.64835442e-03 1.23594419e-02 1.60624988e-02 1.79102841e-02
 2.33514536e-02 2.79609468e-02 3.25136844e-02 3.87737673e-02
 4.15366067e-02 4.82503184e-02 5.46632078e-02 6.00498505e-02
 6.46804268e-02 6.94981503e-02 7.72523445e-02 8.77836193e-02
 9.30066191e-02 1.02257826e-01 1.14343023e-01 1.24495682e-01
 1.41031448e-01 1.53348094e-01 1.68935015e-01 1.83053302e-01
 2.01357738e-01 2.16190217e-01 2.25321617e-01 2.44197852e-01
 2.62155569e-01 2.79198308e-01 3.03631061e-01 3.30580203e-01
 3.48990039e-01 3.77468809e-01 4.03234141e-01 4.16276954e-01
 4.32127718e-01 4.52301119e-01 4.76416738e-01 5.09601598e-01
 5.46725464e-01 5.78993669e-01 6.19954881e-01 6.85563945e-01
 7.32932455e-01 7.87318132e-01 8.24773168e-01 8.66087644e-01
 8.94141785e-01 9.32041001e-01 9.81787654e-01 1.03651858e+00
 1.12275180e+00 1.17683413e+00 1.23086346e+00 1.25759939e+00
 1.30045074e+00 1.35961042e+00 1.41605728e+00 1.48932799e+00
 1.57499724e+00 1.64068834e+00 1.66844442e+00 1.71549651e+00
 1.76585063e+00 1.83064884e+00 1.89568239e+00 1.96834538e+00
 2.02731418e+00 2.06621616e+00 2.09890209e+00 2.15392055e+00
 2.19895234e+00 2.25668385e+00 2.33630383e+00 2.40832391e+00
 2.44539508e+00 2.48328049e+00 2.54768000e+00 2.61175072e+00
 2.66925164e+00 2.74652779e+00 2.80206932e+00 2.85043416e+00
 2.87993554e+00 2.93126365e+00 2.99152503e+00 3.04216377e+00
 3.06989651e+00 3.09133571e+00 3.11493549e+00 3.13694556e+00
 3.18806678e+00 3.24318302e+00 3.27278970e+00 3.33600726e+00
 3.38631402e+00 3.40858329e+00 3.44764464e+00 3.48916310e+00
 3.52910005e+00 3.57630827e+00 3.65662118e+00 3.71548938e+00
 3.74148470e+00 3.76672856e+00 3.81046041e+00 3.86039949e+00
 3.89251260e+00 3.93754618e+00 3.97023357e+00 3.99209387e+00
 4.01591393e+00 4.06294603e+00 4.11107919e+00 4.13731878e+00
 4.16506685e+00 4.19123270e+00 4.20832874e+00 4.22264575e+00
 4.26420544e+00 4.29325854e+00 4.32703296e+00 4.35369747e+00
 4.37590142e+00 4.38531654e+00 4.40023216e+00 4.42573206e+00
 4.45225717e+00 4.47953005e+00 4.50580243e+00 4.52395707e+00
 4.52966262e+00 4.53781925e+00 4.55144209e+00 4.57583640e+00
 4.58729638e+00 4.59925065e+00 4.61940760e+00 4.62406769e+00
 4.64050653e+00 4.65243430e+00 4.66073884e+00 4.68597406e+00
 4.69536403e+00 4.70093184e+00 4.70361692e+00 4.71183550e+00
 4.72006539e+00 4.73137457e+00 4.74441175e+00 4.74990153e+00
 4.75263126e+00 4.75348596e+00 4.75871583e+00 4.76625978e+00
 4.77472928e+00 4.77949207e+00 4.79002779e+00 4.79106140e+00
 4.79216461e+00 4.80239712e+00 4.81551298e+00 4.82029443e+00
 4.82389652e+00 4.82752618e+00 4.83013510e+00 4.83404570e+00
 4.84206585e+00 4.84764123e+00 4.85223891e+00 4.85679741e+00
 4.85782123e+00 4.85969631e+00 4.86782814e+00 4.86984351e+00
 4.87169393e+00 4.87262059e+00 4.87466877e+00 4.87561908e+00
 4.87657651e+00 4.87932811e+00 4.88200709e+00 4.88504085e+00
 4.89158201e+00 4.89347250e+00 4.89451161e+00 4.89929937e+00
 4.90322244e+00 4.90688776e+00 4.90776054e+00 4.90870486e+00
 4.91149128e+00 4.91239957e+00 4.91433485e+00 4.91700167e+00
 4.91871435e+00 4.92052785e+00 4.92226707e+00 4.92315949e+00
 4.92518350e+00 4.92616325e+00 4.92699255e+00 4.93073713e+00
 4.93284411e+00 4.93385601e+00 4.93478650e+00 4.93571792e+00
 4.93764630e+00 4.93864703e+00 4.94119666e+00 4.94406000e+00
 4.94502013e+00 4.94676013e+00 4.95053154e+00 4.95154908e+00
 4.95256582e+00 4.95339708e+00 4.95527407e+00 4.95724856e+00
 4.95893627e+00 4.95991215e+00 4.96280799e+00 4.96367439e+00
 4.96459624e+00 4.96534679e+00 4.96618619e+00 4.96708398e+00
 4.96988691e+00 4.97099507e+00 4.97292457e+00 4.97549340e+00
 4.97832656e+00 4.97914277e+00 4.98089627e+00 4.98362770e+00
 4.98640498e+00 4.98823143e+00 4.99010631e+00 4.99100566e+00
 4.99270036e+00 4.99358735e+00 4.99447654e+00 4.99547969e+00
 4.99731949e+00 4.99817863e+00 4.99906528e+00 5.00000000e+00]"
6,191.9261446547127,212.63582893133164,163.43491829510634,192.06559990381248,169.90449698321925,192.7727177248974,"[9.81980697e-04 1.98822851e-03 3.95266755e-03 5.77661974e-03
 7.57308383e-03 1.21643630e-02 1.49807628e-02 2.06065603e-02
 2.65308763e-02 2.90576464e-02 3.63406137e-02 3.91303978e-02
 4.49909066e-02 5.03442874e-02 5.21477385e-02 5.69614139e-02
 6.23371623e-02 6.82975096e-02 7.66175039e-02 8.31326123e-02
 9.16933711e-02 1.04507293e-01 1.12377630e-01 1.26546292e-01
 1.39271053e-01 1.54129238e-01 1.66880932e-01 1.78135624e-01
 1.88664278e-01 1.92525022e-01 2.05226166e-01 2.16971745e-01
 2.34445908e-01 2.57631059e-01 2.84317066e-01 3.04710560e-01
 3.18221887e-01 3.40488461e-01 3.55417594e-01 3.69666063e-01
 3.91365593e-01 4.13399821e-01 4.48536757e-01 4.77361523e-01
 5.06884755e-01 5.37222248e-01 5.89148974e-01 6.39248845e-01
 6.81587273e-01 7.21516632e-01 7.53546833e-01 7.86263182e-01
 8.33556302e-01 8.75992781e-01 9.24722891e-01 1.00928967e+00
 1.07502948e+00 1.12046181e+00 1.15105251e+00 1.19001671e+00
 1.24527862e+00 1.30456578e+00 1.37491649e+00 1.45216792e+00
 1.50948802e+00 1.53009793e+00 1.58235392e+00 1.63419654e+00
 1.69968892e+00 1.76533279e+00 1.83039734e+00 1.88944332e+00
 1.92464220e+00 1.95247657e+00 2.00922011e+00 2.06370832e+00
 2.12603596e+00 2.19245805e+00 2.25094795e+00 2.28940983e+00
 2.32027358e+00 2.39451866e+00 2.44425045e+00 2.50110161e+00
 2.57796821e+00 2.64823830e+00 2.69860168e+00 2.72645413e+00
 2.76976515e+00 2.84408646e+00 2.88980647e+00 2.92041653e+00
 2.93985419e+00 2.95941744e+00 2.99532168e+00 3.04873219e+00
 3.09101847e+00 3.12869291e+00 3.19626257e+00 3.25567957e+00
 3.28018774e+00 3.31514768e+00 3.36089831e+00 3.40545336e+00
 3.45412725e+00 3.53155013e+00 3.59115803e+00 3.62058451e+00
 3.63774345e+00 3.68034888e+00 3.72759269e+00 3.76284760e+00
 3.81639072e+00 3.85155681e+00 3.87535390e+00 3.90023800e+00
 3.94965286e+00 3.99277993e+00 4.03249745e+00 4.06553956e+00
 4.09183236e+00 4.11639877e+00 4.13043350e+00 4.16008644e+00
 4.19967301e+00 4.22313087e+00 4.25078145e+00 4.27487889e+00
 4.28224249e+00 4.30585803e+00 4.34246863e+00 4.38281390e+00
 4.39976969e+00 4.42888337e+00 4.45297910e+00 4.45740952e+00
 4.47671309e+00 4.49348452e+00 4.51495286e+00 4.53238636e+00
 4.54262124e+00 4.56545814e+00 4.56925928e+00 4.58431743e+00
 4.59560476e+00 4.61150344e+00 4.64005225e+00 4.65598041e+00
 4.66387728e+00 4.66667927e+00 4.67558002e+00 4.68481678e+00
 4.69757051e+00 4.71056256e+00 4.72088787e+00 4.72180184e+00
 4.72352708e+00 4.72909535e+00 4.73632819e+00 4.74015279e+00
 4.74393171e+00 4.75071521e+00 4.75366073e+00 4.75941905e+00
 4.76497918e+00 4.77613405e+00 4.77884927e+00 4.78901458e+00
 4.79290221e+00 4.79458110e+00 4.80255124e+00 4.80876772e+00
 4.81828535e+00 4.82321875e+00 4.82881975e+00 4.82960651e+00
 4.83136326e+00 4.84058864e+00 4.84327039e+00 4.84693803e+00
 4.85147704e+00 4.85329691e+00 4.85603484e+00 4.85693404e+00
 4.85883511e+00 4.86161582e+00 4.86541000e+00 4.86815886e+00
 4.87259709e+00 4.87446036e+00 4.87985804e+00 4.88071642e+00
 4.88254900e+00 4.88653216e+00 4.88874183e+00 4.88967366e+00
 4.89241890e+00 4.89527564e+00 4.89721060e+00 4.90167440e+00
 4.90632237e+00 4.90724004e+00 4.91004273e+00 4.91197741e+00
 4.91388935e+00 4.91665442e+00 4.91764876e+00 4.91856630e+00
 4.92053183e+00 4.92322050e+00 4.92417479e+00 4.92681589e+00
 4.92977456e+00 4.93068349e+00 4.93327550e+00 4.93508288e+00
 4.93589347e+00 4.93692367e+00 4.93784759e+00 4.93884552e+00
 4.94083538e+00 4.94174564e+00 4.94267555e+00 4.94358399e+00
 4.94534323e+00 4.94630039e+00 4.94906136e+00 4.95182355e+00
 4.95354955e+00 4.95449531e+00 4.95536941e+00 4.95635377e+00
 4.95723767e+00 4.95909205e+00 4.95992593e+00 4.96179415e+00
 4.96354278e+00 4.96633604e+00 4.96818954e+00 4.97003933e+00
 4.97465047e+00 4.97730936e+00 4.97824600e+00 4.97914150e+00
 4.98204929e+00 4.98417144e+00 4.98793766e+00 4.98880159e+00
 4.98978068e+00 4.99157141e+00 4.99344143e+00 4.99433929e+00
 4.99609259e+00 4.99703011e+00 4.99798181e+00 4.99897108e+00
 5.00000000e+00]"
